N,P,K,pH,Organic_Carbon,Temperature,Humidity,Rainfall,Crop,Soil_Type,Fertilizer
25.8,21.7,26.3,5.06,1.27,36.3,51.9,630.0,Tomato,Sandy,NPK 15-15-15
39.2,49.9,40.4,7.84,2.33,28.1,92.8,867.0,Tomato,Clay,Organic Compost
22.2,12.5,16.1,5.36,0.92,25.4,90.8,1736.0,Wheat,Sandy,Superphosphate
21.3,39.4,46.2,7.38,1.18,36.4,86.2,532.0,Rice,Clay,Organic Compost
51.7,39.1,29.7,6.11,1.64,34.9,86.0,1064.0,Rice,Loamy,Potash
17.5,12.3,29.8,6.79,1.35,31.2,87.4,717.0,Millet,Sandy,NPK 20-10-10
15.3,26.4,44.8,5.44,2.18,37.1,52.3,1055.0,Tomato,Loamy,Urea
32.7,37.3,45.5,7.37,1.54,35.6,91.3,1409.0,Millet,Loamy,Potash
31.8,21.7,26.0,5.82,1.5,34.0,88.2,584.0,Millet,Sandy,Urea
45.3,12.4,44.9,6.48,1.94,28.2,83.5,1099.0,Tomato,Loamy,DAP
31.1,25.0,51.3,7.18,0.83,32.8,53.9,1090.0,Tomato,Loamy,NPK 15-15-15
36.8,43.3,32.7,4.78,0.95,22.9,72.5,851.0,Sorghum,Clay,Organic Compost
13.0,27.2,25.0,7.02,1.35,24.3,72.5,1935.0,Tomato,Sandy,NPK 20-10-10
31.0,52.1,23.4,6.2,1.49,32.6,79.7,1583.0,Cassava,Loamy,NPK 20-10-10
26.5,56.6,33.6,4.91,0.68,27.9,63.4,1462.0,Beans,Clay,Organic Compost
24.8,50.5,45.0,7.72,0.45,36.2,87.4,1124.0,Wheat,Loamy,NPK 20-10-10
24.8,29.0,19.5,4.6,1.32,32.5,78.7,1178.0,Maize,Sandy,Potash
18.8,23.1,46.6,7.32,2.1,35.6,64.4,910.0,Tomato,Loamy,Urea
20.7,9.2,16.9,6.25,0.59,37.9,42.1,1871.0,Cassava,Sandy,Urea
35.6,20.4,21.9,5.8,2.15,20.9,53.3,1508.0,Millet,Loamy,NPK 15-15-15
14.6,36.0,21.9,6.76,1.0,37.6,72.5,1314.0,Cassava,Loamy,Urea
28.4,22.8,30.9,5.17,2.08,31.6,71.0,1787.0,Beans,Sandy,NPK 15-15-15
32.3,26.0,12.7,5.18,1.53,22.7,78.5,1748.0,Tomato,Sandy,Potash
51.4,61.5,28.3,6.21,1.81,33.3,90.2,1826.0,Beans,Clay,Organic Compost
42.9,17.7,53.3,7.26,2.22,36.1,49.8,1075.0,Cassava,Loamy,DAP
43.7,17.2,39.8,5.59,1.29,37.9,48.6,567.0,Millet,Loamy,DAP
26.8,23.4,37.6,6.84,0.74,34.1,86.5,1236.0,Millet,Clay,NPK 20-10-10
38.7,51.9,22.3,4.5,0.69,18.9,54.3,1047.0,Cassava,Clay,Organic Compost
15.5,32.9,22.3,7.56,1.46,19.9,50.3,1613.0,Cassava,Sandy,NPK 20-10-10
19.8,18.5,5.6,4.85,2.58,18.8,59.2,1505.0,Wheat,Sandy,NPK 15-15-15
13.4,49.6,17.8,5.26,1.56,35.4,62.8,870.0,Maize,Loamy,NPK 20-10-10
43.2,46.4,36.4,6.15,1.75,29.0,42.8,1031.0,Rice,Silt,Potash
15.8,29.6,27.7,7.94,2.58,18.8,64.1,1638.0,Tomato,Sandy,NPK 20-10-10
33.5,45.7,17.5,5.79,1.27,25.9,70.9,497.0,Beans,Silt,Potash
29.4,5.5,28.6,5.81,1.84,21.6,69.5,879.0,Tomato,Sandy,NPK 15-15-15
25.5,59.5,42.8,4.51,2.48,20.7,85.9,927.0,Tomato,Clay,Organic Compost
10.1,36.6,14.2,7.15,0.75,18.4,48.5,1401.0,Millet,Silt,NPK 20-10-10
27.4,29.7,31.2,6.45,0.9,31.2,47.8,1732.0,Beans,Sandy,NPK 15-15-15
43.4,12.7,48.9,8.02,1.74,32.2,42.0,1099.0,Maize,Silt,DAP
24.5,27.2,41.0,7.11,0.54,22.4,85.4,707.0,Wheat,Loamy,NPK 15-15-15
51.7,21.1,32.7,6.47,0.41,37.1,87.8,1436.0,Rice,Clay,Organic Compost
43.3,30.0,46.8,5.04,1.98,24.5,67.6,659.0,Rice,Clay,Organic Compost
18.7,35.0,15.1,4.81,1.55,24.4,88.3,736.0,Cassava,Sandy,NPK 20-10-10
27.9,37.0,40.7,6.43,1.27,29.7,79.4,1210.0,Tomato,Clay,Organic Compost
19.9,17.5,12.4,4.99,1.04,26.1,82.0,748.0,Millet,Sandy,NPK 15-15-15
26.7,33.7,39.7,5.17,0.65,29.3,62.7,1065.0,Wheat,Clay,Organic Compost
15.7,19.4,30.8,6.43,2.39,34.7,40.4,768.0,Maize,Silt,NPK 20-10-10
40.1,48.3,42.8,4.52,0.85,20.0,49.2,636.0,Maize,Clay,Organic Compost
22.8,23.5,59.9,5.07,0.96,29.5,50.3,716.0,Cassava,Clay,Superphosphate
30.2,45.3,33.0,5.47,1.44,27.6,61.9,1606.0,Tomato,Silt,NPK 20-10-10
35.6,23.0,61.5,6.33,0.51,30.2,83.0,1052.0,Maize,Clay,Organic Compost
12.0,22.9,23.9,7.48,2.36,36.8,46.9,1706.0,Sorghum,Sandy,NPK 20-10-10
58.8,56.1,52.5,4.71,0.79,36.4,94.0,844.0,Wheat,Clay,Organic Compost
15.3,37.6,53.7,5.6,2.03,28.5,55.8,1060.0,Beans,Loamy,Urea
42.7,58.9,24.9,8.04,1.61,25.8,44.2,874.0,Millet,Clay,Organic Compost
39.8,10.5,21.8,6.32,2.27,33.5,51.9,481.0,Cassava,Silt,DAP
11.8,18.5,42.5,5.99,2.59,33.1,54.6,412.0,Cassava,Silt,NPK 20-10-10
39.7,58.1,52.3,6.42,0.44,24.8,67.2,800.0,Maize,Clay,Organic Compost
28.6,52.7,45.5,5.23,1.57,31.9,64.7,884.0,Tomato,Clay,Organic Compost
12.7,22.1,39.8,5.33,2.52,21.3,81.2,1997.0,Rice,Loamy,Urea
24.4,46.1,61.5,8.1,1.31,34.4,85.5,924.0,Beans,Clay,Organic Compost
61.1,56.3,41.4,5.93,2.48,19.4,67.4,1179.0,Rice,Clay,Organic Compost
12.5,34.5,29.2,7.6,1.52,31.2,67.8,1484.0,Tomato,Sandy,NPK 20-10-10
33.5,32.4,17.6,8.11,2.34,18.8,42.3,1532.0,Beans,Sandy,Potash
20.0,21.2,18.4,4.76,0.88,34.3,44.0,1395.0,Wheat,Sandy,NPK 20-10-10
34.6,33.4,21.2,4.65,1.01,27.5,42.2,459.0,Millet,Sandy,NPK 15-15-15
32.4,47.2,24.4,4.68,1.59,25.2,89.6,1090.0,Rice,Silt,NPK 20-10-10
33.2,35.9,18.5,5.89,0.5,33.1,53.5,593.0,Tomato,Loamy,Potash
33.3,60.4,46.7,7.93,1.06,29.0,62.7,1061.0,Maize,Clay,Potash
31.1,30.5,8.2,4.57,0.62,30.8,53.2,1620.0,Rice,Sandy,NPK 15-15-15
21.9,56.4,58.6,6.48,1.03,29.3,57.1,1893.0,Tomato,Clay,Organic Compost
33.6,20.1,29.0,7.76,1.24,24.8,92.6,934.0,Millet,Silt,NPK 15-15-15
41.3,33.8,13.0,4.74,1.06,31.1,59.8,834.0,Sorghum,Silt,Potash
8.7,24.3,32.4,6.5,2.52,30.0,77.0,1666.0,Tomato,Sandy,NPK 20-10-10
33.8,13.0,27.1,7.35,0.49,26.3,48.0,681.0,Cassava,Silt,DAP
37.8,21.1,58.9,7.77,0.87,19.3,53.8,445.0,Millet,Clay,Organic Compost
21.3,30.6,29.3,6.01,1.74,26.8,74.3,642.0,Tomato,Sandy,NPK 15-15-15
27.0,37.4,50.5,5.97,2.56,24.0,92.1,710.0,Rice,Clay,Organic Compost
22.2,18.8,38.9,5.24,0.59,23.3,77.3,1086.0,Rice,Loamy,DAP
26.9,26.1,18.8,6.45,0.93,27.7,80.1,1634.0,Cassava,Sandy,Potash
19.6,27.2,25.7,7.28,0.76,24.4,54.6,1115.0,Rice,Sandy,NPK 20-10-10
43.9,44.4,46.6,5.51,0.9,22.3,82.9,556.0,Rice,Clay,Organic Compost
44.9,58.8,56.9,4.89,1.59,18.7,83.6,1000.0,Sorghum,Clay,Organic Compost
30.7,52.6,13.4,8.01,0.92,20.9,80.8,1236.0,Maize,Loamy,Potash
33.7,20.9,52.8,6.96,1.72,33.8,45.6,1786.0,Maize,Loamy,NPK 15-15-15
49.9,39.0,52.3,7.17,0.41,32.2,68.0,1743.0,Millet,Clay,Organic Compost
8.9,16.2,39.1,7.72,1.94,34.4,72.3,1210.0,Millet,Silt,NPK 20-10-10
17.6,13.3,8.7,6.74,0.98,27.3,47.5,1024.0,Rice,Sandy,NPK 15-15-15
20.7,29.0,19.6,4.66,1.93,19.0,61.7,1275.0,Maize,Sandy,Potash
16.6,35.9,27.7,7.34,2.47,28.7,55.8,1678.0,Millet,Silt,Urea
31.8,47.4,8.7,7.23,1.16,31.4,91.8,1446.0,Sorghum,Silt,Potash
15.2,32.1,26.1,4.91,2.0,32.0,45.0,478.0,Sorghum,Silt,Urea
31.8,18.0,7.5,7.61,0.67,30.7,62.7,1855.0,Rice,Sandy,Superphosphate
35.7,27.6,31.9,5.98,1.59,34.0,44.8,1106.0,Maize,Clay,Organic Compost
20.6,28.4,26.4,6.39,2.53,18.7,43.0,1084.0,Millet,Sandy,NPK 15-15-15
18.5,41.8,30.1,7.59,0.95,30.5,51.7,423.0,Wheat,Loamy,Urea
25.8,25.7,25.0,6.69,2.35,19.5,91.3,506.0,Cassava,Sandy,NPK 15-15-15
13.1,30.1,22.8,7.69,0.51,29.1,50.4,429.0,Beans,Sandy,NPK 20-10-10
38.9,38.5,41.6,6.24,1.16,33.4,76.7,720.0,Maize,Silt,NPK 15-15-15
52.7,30.4,46.2,7.22,2.58,26.7,88.0,1463.0,Beans,Clay,NPK 20-10-10
36.6,25.0,38.4,4.93,2.24,25.2,50.1,1363.0,Cassava,Clay,Organic Compost
45.6,45.0,22.6,6.37,1.22,36.4,45.1,1287.0,Beans,Silt,Potash
34.2,56.3,59.0,5.14,2.06,25.0,62.2,839.0,Millet,Clay,Organic Compost
27.2,28.4,16.9,4.52,0.55,23.5,92.5,1030.0,Maize,Sandy,Potash
15.3,21.8,30.6,6.77,0.65,33.4,89.7,1630.0,Beans,Sandy,NPK 20-10-10
33.7,18.4,46.3,4.98,2.22,25.2,77.1,1688.0,Millet,Silt,DAP
33.7,17.0,12.7,6.4,2.57,37.6,71.5,1635.0,Rice,Silt,Superphosphate
49.7,53.0,51.2,4.89,1.18,18.9,83.2,899.0,Rice,Clay,Organic Compost
20.0,34.9,50.5,5.56,1.66,37.5,46.5,829.0,Sorghum,Clay,Organic Compost
54.1,13.5,49.8,6.31,0.9,28.1,62.7,687.0,Sorghum,Loamy,DAP
35.7,15.6,15.8,5.73,1.96,37.6,40.7,1956.0,Maize,Loamy,Superphosphate
21.1,18.9,28.6,6.54,2.37,35.9,69.2,1318.0,Beans,Sandy,DAP
25.5,24.5,6.9,8.07,1.14,22.9,51.6,511.0,Tomato,Sandy,Potash
26.8,20.2,27.3,8.18,1.59,19.3,71.0,1361.0,Wheat,Clay,Organic Compost
40.3,18.1,21.4,8.18,1.31,21.0,51.9,1559.0,Maize,Loamy,DAP
26.1,21.8,32.5,4.91,1.4,18.7,93.4,1368.0,Maize,Loamy,NPK 15-15-15
27.0,15.9,9.5,6.48,1.01,19.9,59.0,1602.0,Wheat,Sandy,Superphosphate
25.1,45.0,41.9,7.0,1.66,27.9,66.1,1938.0,Sorghum,Clay,Organic Compost
24.6,5.6,5.6,5.68,2.06,36.5,77.6,1530.0,Millet,Sandy,Urea
7.6,33.4,9.3,4.62,1.64,20.3,41.6,1469.0,Beans,Sandy,NPK 20-10-10
30.4,32.6,14.8,6.13,1.8,35.7,63.0,1519.0,Maize,Silt,Potash
41.1,30.3,10.6,7.74,1.72,30.0,68.0,678.0,Tomato,Silt,Potash
24.1,14.3,40.0,6.19,1.94,18.9,67.7,518.0,Sorghum,Silt,DAP
27.0,48.9,21.7,6.06,2.02,28.5,76.2,1962.0,Sorghum,Silt,NPK 20-10-10
11.3,31.1,6.4,6.38,2.39,33.5,46.4,1585.0,Rice,Sandy,NPK 20-10-10
22.2,21.5,5.3,5.42,1.31,32.5,68.6,1764.0,Beans,Sandy,Organic Compost
40.3,33.6,29.2,4.76,1.93,36.1,84.5,1522.0,Tomato,Loamy,Potash
52.6,20.3,35.0,7.71,2.27,32.2,57.0,1677.0,Maize,Clay,Organic Compost
30.5,32.0,22.8,6.73,1.96,21.6,55.9,1520.0,Millet,Silt,NPK 15-15-15
8.9,22.1,29.0,5.38,1.82,26.6,76.5,451.0,Sorghum,Sandy,NPK 20-10-10
25.6,12.8,26.3,6.5,0.46,24.0,49.8,1955.0,Wheat,Silt,DAP
29.3,24.4,48.7,6.96,1.76,19.9,54.2,842.0,Sorghum,Loamy,NPK 15-15-15
37.0,33.8,23.0,5.92,0.52,25.3,93.2,1290.0,Rice,Clay,Organic Compost
32.0,8.8,45.8,6.64,1.48,32.3,51.0,435.0,Rice,Silt,DAP
12.5,51.9,45.9,4.92,2.37,19.4,84.2,1063.0,Beans,Loamy,Urea
8.0,32.2,9.3,7.98,0.6,21.4,43.2,1036.0,Millet,Sandy,NPK 20-10-10
54.8,42.2,41.4,5.71,1.83,36.2,59.5,970.0,Millet,Clay,Organic Compost
43.8,24.4,55.1,5.01,0.78,19.4,61.0,1612.0,Cassava,Clay,Organic Compost
12.1,26.8,25.6,7.02,1.38,29.3,43.4,800.0,Beans,Sandy,NPK 20-10-10
25.0,21.7,17.6,7.92,0.68,27.8,86.2,406.0,Sorghum,Loamy,Potash
9.4,10.5,22.7,5.13,1.81,36.3,52.6,740.0,Tomato,Sandy,Urea
36.7,40.5,27.7,5.7,0.71,31.6,61.6,1575.0,Wheat,Clay,Organic Compost
46.3,20.3,49.0,5.87,1.53,28.5,70.7,1524.0,Cassava,Clay,Organic Compost
7.5,12.0,10.7,6.72,1.73,34.6,68.7,1591.0,Cassava,Sandy,NPK 15-15-15
50.3,33.8,31.7,8.06,0.85,36.3,85.3,1806.0,Rice,Clay,Organic Compost
17.1,17.0,30.5,5.93,1.47,37.9,59.5,1716.0,Sorghum,Sandy,NPK 20-10-10
44.9,40.1,53.0,4.52,0.56,35.2,66.4,1210.0,Wheat,Clay,Organic Compost
46.4,29.7,17.1,8.14,2.36,28.4,74.5,1103.0,Beans,Silt,Potash
36.1,31.0,42.2,6.17,2.29,22.3,92.9,728.0,Tomato,Silt,NPK 15-15-15
7.8,10.0,26.9,5.64,2.16,21.1,61.2,1018.0,Sorghum,Sandy,NPK 20-10-10
36.2,33.8,20.6,6.78,1.44,25.5,51.6,1826.0,Cassava,Clay,Organic Compost
17.1,48.8,25.6,6.47,1.06,36.8,55.5,1568.0,Beans,Silt,DAP
39.8,47.0,52.3,6.35,0.88,25.9,80.2,834.0,Wheat,Clay,Organic Compost
59.1,45.3,39.7,7.5,2.15,19.9,56.9,1134.0,Beans,Clay,Organic Compost
15.6,9.3,8.6,5.46,0.55,28.2,48.4,508.0,Tomato,Sandy,NPK 15-15-15
50.6,54.3,37.5,7.45,0.75,32.0,70.2,1482.0,Cassava,Loamy,Potash
37.5,52.6,61.6,7.73,1.09,26.0,75.7,1261.0,Tomato,Clay,Organic Compost
46.2,21.0,13.4,7.0,1.7,36.1,80.8,1035.0,Tomato,Silt,Potash
34.6,20.6,46.3,4.6,2.46,21.4,60.6,1914.0,Beans,Clay,Organic Compost
12.4,49.4,48.8,5.92,2.03,32.7,45.5,776.0,Wheat,Silt,Urea
41.9,30.3,43.4,5.23,0.87,18.9,94.5,581.0,Rice,Clay,Organic Compost
14.1,28.8,15.1,6.81,1.59,35.3,85.1,749.0,Cassava,Sandy,NPK 20-10-10
51.5,53.4,43.7,6.16,1.04,35.3,90.4,556.0,Millet,Loamy,Organic Compost
12.5,16.5,14.3,7.15,0.57,30.3,72.0,1660.0,Rice,Sandy,Superphosphate
42.6,31.3,31.9,8.07,1.12,21.0,92.4,1695.0,Cassava,Loamy,Potash
30.6,54.8,46.4,6.29,2.44,34.2,47.1,1529.0,Wheat,Clay,Organic Compost
19.6,17.8,48.9,6.12,1.54,30.0,45.5,530.0,Beans,Silt,NPK 20-10-10
57.7,26.2,29.5,6.49,2.37,19.0,51.9,1548.0,Tomato,Clay,Organic Compost
5.5,31.0,22.4,7.59,2.52,32.6,41.7,1538.0,Sorghum,Sandy,NPK 20-10-10
31.4,27.1,58.8,7.44,1.94,33.3,73.1,1768.0,Millet,Clay,Organic Compost
22.8,29.3,30.1,8.11,2.08,22.7,52.7,1113.0,Cassava,Sandy,NPK 15-15-15
14.9,32.7,47.1,5.39,1.8,23.4,70.6,1522.0,Sorghum,Loamy,Urea
48.4,33.1,57.6,7.39,1.55,19.7,64.2,928.0,Beans,Clay,Organic Compost
58.7,26.2,51.1,6.8,1.87,34.9,60.6,1327.0,Cassava,Clay,Organic Compost
41.6,20.3,30.4,5.06,0.66,25.7,45.7,647.0,Rice,Clay,Organic Compost
52.6,51.6,49.6,7.06,0.99,21.6,92.2,1935.0,Wheat,Loamy,Organic Compost
20.2,26.2,42.9,5.17,1.45,33.9,84.0,1779.0,Maize,Clay,Organic Compost
46.3,44.4,62.0,5.52,0.56,25.8,68.5,1020.0,Wheat,Clay,Organic Compost
30.4,41.6,18.4,7.7,1.81,20.1,41.3,482.0,Millet,Loamy,NPK 20-10-10
52.5,17.7,24.2,7.7,1.51,26.5,66.0,562.0,Tomato,Loamy,DAP
35.0,20.0,47.8,5.97,0.71,37.3,76.6,1605.0,Beans,Silt,Urea
18.7,49.6,45.1,5.9,2.35,36.5,87.7,1052.0,Millet,Loamy,Urea
13.5,45.9,49.2,4.72,1.91,37.0,73.4,475.0,Wheat,Silt,Urea
47.5,19.7,22.7,7.45,2.16,36.9,86.1,1350.0,Sorghum,Silt,DAP
45.3,20.7,39.1,4.66,2.38,18.2,56.9,1992.0,Sorghum,Clay,Organic Compost
26.4,6.5,13.6,7.45,2.37,25.0,54.3,777.0,Millet,Sandy,Superphosphate
8.9,24.4,31.3,6.85,1.15,24.3,55.6,1397.0,Maize,Silt,Urea
31.8,53.2,33.4,6.85,1.94,21.5,60.9,604.0,Beans,Clay,Organic Compost
37.6,42.2,24.2,6.23,2.03,20.6,46.7,759.0,Beans,Loamy,NPK 20-10-10
14.7,12.4,13.8,5.25,1.21,21.9,44.8,619.0,Beans,Silt,NPK 15-15-15
44.1,19.6,25.1,8.13,0.59,26.8,56.3,412.0,Sorghum,Loamy,DAP
21.5,27.8,24.5,6.22,2.27,32.3,55.4,783.0,Sorghum,Silt,NPK 15-15-15
46.1,43.0,18.6,7.47,0.82,18.5,92.9,1618.0,Rice,Silt,Potash
11.2,39.1,48.2,7.53,1.35,24.9,89.1,866.0,Millet,Silt,Urea
8.8,12.1,20.6,4.99,1.24,36.1,45.2,1383.0,Maize,Sandy,NPK 20-10-10
40.6,56.8,36.9,6.38,0.69,27.8,46.3,1333.0,Tomato,Clay,Organic Compost
30.0,39.1,14.5,7.13,2.51,27.0,40.5,1366.0,Millet,Loamy,Potash
6.0,18.3,31.2,5.0,1.5,23.1,54.4,1429.0,Cassava,Sandy,NPK 20-10-10
31.7,23.0,38.6,6.66,2.03,33.1,87.5,450.0,Millet,Clay,Organic Compost
6.1,14.4,28.0,6.27,0.41,25.1,71.8,1807.0,Beans,Sandy,NPK 20-10-10
19.0,28.9,8.0,6.42,2.42,34.8,76.1,639.0,Beans,Sandy,NPK 20-10-10
14.8,14.9,30.4,4.58,1.26,22.8,41.5,747.0,Tomato,Sandy,NPK 20-10-10
38.3,39.8,56.9,6.33,1.81,30.9,68.4,888.0,Sorghum,Clay,Organic Compost
22.1,21.8,29.8,6.48,1.41,27.2,82.9,928.0,Cassava,Sandy,NPK 15-15-15
17.9,25.6,50.9,5.53,1.1,22.3,43.0,1166.0,Millet,Loamy,Urea
5.8,20.7,14.9,6.87,1.29,37.6,85.6,1521.0,Tomato,Sandy,NPK 20-10-10
38.6,53.4,58.1,8.2,1.72,31.6,62.0,414.0,Sorghum,Clay,Organic Compost
44.1,44.9,24.9,7.14,1.8,28.8,48.3,1321.0,Beans,Silt,Potash
33.3,26.8,12.8,6.22,1.64,32.5,48.1,1241.0,Tomato,Sandy,Potash
26.8,31.4,28.9,7.95,2.12,28.4,66.2,451.0,Wheat,Sandy,Potash
32.9,53.9,24.7,5.55,1.91,18.6,68.6,537.0,Millet,Clay,Organic Compost
38.2,21.5,43.2,5.62,1.66,19.8,45.3,710.0,Tomato,Loamy,NPK 15-15-15
25.0,56.9,43.3,6.8,1.03,19.1,93.3,486.0,Millet,Clay,Organic Compost
17.2,27.4,27.9,7.75,1.6,22.3,71.5,559.0,Rice,Sandy,NPK 20-10-10
30.6,56.3,61.0,4.78,0.85,27.5,42.1,549.0,Cassava,Clay,Organic Compost
30.4,37.8,20.9,7.5,2.23,25.9,51.1,1828.0,Rice,Clay,Organic Compost
16.8,21.2,12.5,6.16,1.91,26.2,77.7,1582.0,Maize,Sandy,NPK 20-10-10
27.7,49.4,54.4,4.85,2.37,36.8,76.8,578.0,Maize,Clay,Organic Compost
32.8,21.5,50.4,6.6,1.39,25.8,62.7,1125.0,Maize,Clay,Organic Compost
28.4,14.8,45.4,6.43,2.16,26.6,48.4,879.0,Tomato,Loamy,DAP
28.7,8.5,17.0,4.84,1.26,29.7,43.8,507.0,Maize,Sandy,Superphosphate
27.1,41.5,15.6,7.68,2.11,25.8,65.8,1036.0,Cassava,Loamy,Potash
40.9,25.0,45.5,8.14,1.01,26.9,70.1,1282.0,Millet,Loamy,NPK 20-10-10
26.7,33.3,26.8,6.73,0.91,20.0,74.9,1400.0,Cassava,Sandy,NPK 15-15-15
27.2,29.4,40.0,5.65,0.8,20.2,62.7,940.0,Tomato,Clay,Organic Compost
19.9,44.4,32.6,7.93,1.74,22.1,50.8,1948.0,Sorghum,Loamy,Urea
31.7,31.0,40.1,6.26,0.67,24.5,71.3,962.0,Wheat,Silt,NPK 15-15-15
22.4,50.2,42.8,6.67,0.69,26.2,94.7,1437.0,Wheat,Loamy,NPK 20-10-10
21.5,28.5,34.9,7.67,1.41,23.5,55.5,620.0,Tomato,Silt,NPK 15-15-15
28.0,17.4,30.8,8.01,0.57,32.2,44.7,515.0,Cassava,Sandy,DAP
40.5,42.8,39.5,6.63,2.12,33.5,87.9,1509.0,Beans,Loamy,Potash
19.7,8.2,29.4,7.88,2.57,23.0,45.3,578.0,Beans,Sandy,NPK 20-10-10
51.8,58.0,29.5,5.85,2.14,23.2,67.8,1110.0,Cassava,Clay,Organic Compost
24.4,40.4,60.3,5.79,2.03,36.6,53.2,530.0,Millet,Clay,Organic Compost
22.7,13.3,25.0,7.29,1.06,27.6,47.0,1517.0,Wheat,Silt,DAP
60.1,52.3,47.4,7.18,1.34,24.0,67.5,1720.0,Rice,Clay,Organic Compost
35.8,50.2,49.3,5.42,1.36,20.7,62.1,1620.0,Sorghum,Clay,Organic Compost
33.8,26.2,51.1,6.68,2.22,31.6,84.9,648.0,Tomato,Clay,Organic Compost
44.1,36.9,14.3,6.47,2.04,23.3,76.0,1745.0,Maize,Loamy,Superphosphate
25.3,31.3,46.3,6.67,2.15,30.6,71.7,1123.0,Maize,Clay,Organic Compost
9.7,34.9,7.4,4.78,2.13,20.0,62.3,1884.0,Sorghum,Sandy,NPK 20-10-10
22.8,37.5,32.9,4.93,0.75,34.1,59.0,1678.0,Rice,Loamy,NPK 15-15-15
33.7,26.0,38.2,4.96,2.28,32.9,55.8,1328.0,Sorghum,Loamy,NPK 15-15-15
15.9,29.0,5.0,7.04,0.87,31.9,64.1,432.0,Cassava,Sandy,NPK 20-10-10
14.4,26.1,19.9,4.63,1.83,37.4,52.2,1781.0,Sorghum,Sandy,NPK 20-10-10
43.4,31.0,46.1,6.85,0.41,20.5,59.4,1171.0,Wheat,Loamy,NPK 20-10-10
29.0,21.2,7.8,7.26,0.59,19.8,54.0,1876.0,Millet,Sandy,Potash
58.6,52.9,45.4,4.97,1.1,24.0,75.2,1341.0,Wheat,Clay,Organic Compost
20.6,30.4,8.8,7.19,2.59,33.0,64.3,1571.0,Maize,Sandy,Potash
12.5,17.7,16.6,4.62,1.97,23.3,79.7,1466.0,Millet,Loamy,NPK 15-15-15
25.1,13.2,51.1,5.64,0.61,18.1,73.6,1394.0,Wheat,Loamy,DAP
10.0,40.7,20.8,5.72,2.4,29.5,62.0,1921.0,Maize,Silt,Urea
11.9,6.3,17.2,7.57,2.55,32.0,90.9,1054.0,Wheat,Sandy,NPK 15-15-15
29.0,21.7,12.5,7.95,0.67,32.8,43.7,1243.0,Rice,Silt,Potash
15.3,37.5,37.9,5.65,1.23,18.9,56.3,1812.0,Rice,Loamy,Urea
41.1,46.5,15.5,6.69,1.78,21.9,41.7,1751.0,Cassava,Loamy,Potash
36.9,28.2,15.4,5.56,1.12,29.5,62.2,571.0,Wheat,Loamy,Potash
29.3,10.7,12.3,8.0,0.82,24.1,77.8,1667.0,Tomato,Silt,Superphosphate
61.7,24.4,54.7,5.51,2.46,35.4,81.9,1366.0,Cassava,Clay,Organic Compost
21.5,49.8,24.9,5.46,0.94,33.8,62.0,1255.0,Cassava,Clay,Organic Compost
41.5,28.2,49.0,6.16,2.56,22.9,61.8,1879.0,Maize,Clay,Organic Compost
8.7,17.3,22.6,5.44,0.82,28.6,49.7,1799.0,Cassava,Sandy,NPK 20-10-10
49.3,39.6,14.4,5.34,0.64,32.6,49.3,1543.0,Wheat,Silt,Potash
47.8,57.6,51.6,4.98,1.04,28.7,54.5,1209.0,Beans,Clay,Organic Compost
23.3,18.3,50.7,5.35,0.83,29.0,65.4,1017.0,Tomato,Loamy,DAP
14.9,29.8,43.0,5.91,2.59,22.7,67.3,1478.0,Cassava,Loamy,Urea
41.6,60.6,37.1,4.93,0.45,26.2,50.2,1736.0,Millet,Clay,Organic Compost
16.2,18.6,14.5,4.98,1.63,21.7,43.3,1759.0,Wheat,Sandy,NPK 15-15-15
21.8,44.6,24.7,4.77,1.41,29.1,63.8,1657.0,Cassava,Silt,NPK 20-10-10
11.1,38.3,47.0,6.55,2.33,31.8,40.8,1474.0,Tomato,Silt,Urea
25.2,9.6,20.3,8.15,2.47,31.7,60.2,1034.0,Sorghum,Silt,NPK 15-15-15
45.7,34.3,32.5,4.84,2.42,23.7,61.1,929.0,Maize,Loamy,Potash
39.0,37.7,14.9,8.09,1.97,35.7,48.8,1891.0,Sorghum,Loamy,Potash
21.0,30.6,55.2,5.9,1.89,32.6,82.7,1012.0,Sorghum,Clay,Organic Compost
30.1,17.7,12.0,5.77,2.16,30.3,47.5,598.0,Maize,Sandy,Superphosphate
11.3,27.5,14.7,4.75,1.33,29.4,73.1,494.0,Rice,Sandy,NPK 20-10-10
18.5,6.3,13.9,6.88,0.68,37.2,94.7,977.0,Maize,Sandy,NPK 15-15-15
19.2,28.7,54.2,4.97,1.67,30.0,49.2,1256.0,Tomato,Loamy,Urea
10.7,12.7,27.5,6.64,1.51,33.8,93.8,714.0,Wheat,Sandy,NPK 20-10-10
14.1,18.8,24.8,7.83,1.45,30.3,41.8,502.0,Maize,Silt,NPK 20-10-10
28.6,16.4,9.7,8.11,0.41,22.8,77.6,1901.0,Millet,Silt,Superphosphate
15.0,25.4,7.9,7.7,1.96,37.1,67.6,1820.0,Millet,Sandy,NPK 20-10-10
16.1,47.0,29.7,6.72,1.83,33.5,71.6,1392.0,Sorghum,Loamy,Urea
38.7,52.6,54.0,6.41,0.72,25.5,86.2,1867.0,Sorghum,Clay,Organic Compost
23.9,51.5,52.2,6.37,2.49,29.0,60.8,1696.0,Beans,Loamy,NPK 20-10-10
